gmina_code,gmina_name,year,tot_pop,working_pop,higher,post_secondary,secondary,secondary_general,secondary_vocational,vocational,primary
3017042,Ostrów Wielkopolski (2),1998,17120,8616,211,,1988,,,4250,5852
3017052,Przygodzice (2),1998,10814,5413,170,,1216,,,2659,3626
3017063,Raszków (3),1998,10878,5280,128,,1082,,,2763,3767
3017064,Raszków - miasto (4),1998,1575,781,42,,253,,,409,342
3017065,Raszków - obszar wiejski (5),1998,9303,4499,86,,829,,,2354,3425
3017072,Sieroszewice (2),1998,9473,4624,76,,734,,,2466,3470
3017082,Sośnie (2),1998,6431,3043,59,,454,,,1354,2487
3018000,Powiat ostrzeszowski,1998,52706,26039,1089,,7002,,,10529,17934
3018012,Czajków (2),1998,2655,1266,28,,173,,,420,997
3018022,Doruchów (2),1998,4960,2393,43,,442,,,1033,1949
3018033,Grabów nad Prosną (3),1998,7785,3694,124,,896,,,1693,2796
3018034,Grabów nad Prosną - miasto (4),1998,1934,960,79,,419,,,383,493
3018035,Grabów nad Prosną - obszar wiejski (5),1998,5851,2734,45,,477,,,1310,2303
3018042,Kobyla Góra (2),1998,5741,2844,85,,580,,,1209,1996
3018052,Kraszewice (2),1998,3579,1694,42,,310,,,703,1141
3018063,Mikstat (3),1998,6390,3109,97,,607,,,1282,2572
3018064,Mikstat - miasto (4),1998,1660,840,62,,296,,,337,511
3018065,Mikstat - obszar wiejski (5),1998,4730,2269,35,,311,,,945,2061
3018073,Ostrzeszów (3),1998,21596,11039,670,,3994,,,4189,6483
3018074,Ostrzeszów - miasto (4),1998,13602,7122,609,,3252,,,2464,3439
3018075,Ostrzeszów - obszar wiejski (5),1998,7994,3917,61,,742,,,1725,3044
3019000,Powiat pilski,1998,129615,67636,6073,,21874,,,23995,37361
3019011,Piła (1),1998,70686,38248,5087,,15436,,,12814,16393
3019022,Białośliwie (2),1998,4778,2323,74,,584,,,1014,1662
3019032,Kaczory (2),1998,6526,3233,118,,695,,,1400,2277
3019043,Łobżenica (3),1998,9818,4884,165,,903,,,1593,3933
3019044,Łobżenica - miasto (4),1998,3115,1557,99,,483,,,586,1040
3019045,Łobżenica - obszar wiejski (5),1998,6703,3327,66,,420,,,1007,2893
3019052,Miasteczko Krajeńskie (2),1998,3322,1619,70,,403,,,568,1231
3019062,Szydłowo (2),1998,6979,3392,100,,587,,,1218,2390
3019073,Ujście (3),1998,7754,3937,138,,940,,,1539,2828
3019074,Ujście - miasto (4),1998,3463,1822,74,,529,,,735,1204
3019075,Ujście - obszar wiejski (5),1998,4291,2115,64,,411,,,804,1624
3019083,Wyrzysk (3),1998,13029,6718,235,,1679,,,2671,4226
3019084,Wyrzysk - miasto (4),1998,4584,2454,140,,873,,,961,1227
3019085,Wyrzysk - obszar wiejski (5),1998,8445,4264,95,,806,,,1710,2999
3019093,Wysoka (3),1998,6723,3282,86,,647,,,1178,2421
3019094,Wysoka - miasto (4),1998,2589,1317,55,,368,,,542,752
3019095,Wysoka - obszar wiejski (5),1998,4134,1965,31,,279,,,636,1669
3020000,Powiat pleszewski,1998,61004,29973,1308,,8287,,,12067,20425
3020012,Chocz (2),1998,4702,2225,47,,413,,,890,1719
3020022,Czermin (2),1998,4939,2375,37,,498,,,981,1831
3020032,Dobrzyca (2),1998,8349,4037,88,,863,,,1772,3081
3020042,Gizałki (2),1998,4570,2161,36,,314,,,748,1672
3020052,Gołuchów (2),1998,9405,4583,156,,863,,,1926,3499
3020063,Pleszew (3),1998,29039,14592,944,,5336,,,5750,8623
3020064,Pleszew - miasto (4),1998,17552,9099,778,,4087,,,3306,4559
3020065,Pleszew - obszar wiejski (5),1998,11487,5493,166,,1249,,,2444,4064
3021000,Powiat poznański,1998,219587,115090,7402,,32312,,,52400,64679
3021011,Luboń (1),1998,20404,10962,818,,3907,,,5234,5467
3021021,Puszczykowo (1),1998,8363,4447,792,,2018,,,1761,1805
3021033,Buk (3),1998,10903,5489,204,,1363,,,2747,3415
3021034,Buk - miasto (4),1998,5898,3043,150,,933,,,1595,1610
3021035,Buk - obszar wiejski (5),1998,5005,2446,54,,430,,,1152,1805
3021042,Czerwonak (2),1998,13416,6943,564,,1954,,,3005,3694
3021052,Dopiewo (2),1998,8643,4436,157,,950,,,2169,2791
3021062,Kleszczewo (2),1998,4069,2044,93,,364,,,880,1496
3021072,Komorniki (2),1998,10027,5266,234,,1260,,,2571,3165
3021083,Kostrzyn (3),1998,14447,7564,286,,1664,,,3340,4888
3021084,Kostrzyn - miasto (4),1998,7566,4097,166,,1106,,,1911,2263
3021085,Kostrzyn - obszar wiejski (5),1998,6881,3467,120,,558,,,1429,2625
3021093,Kórnik (3),1998,13712,7101,345,,1741,,,3164,4494
3021094,Kórnik - miasto (4),1998,5963,3140,257,,1014,,,1362,1727
3021095,Kórnik - obszar wiejski (5),1998,7749,3961,88,,727,,,1802,2767
3021103,Mosina (3),1998,22340,11625,594,,3291,,,5693,6411
3021104,Mosina - miasto (4),1998,11614,6123,419,,2205,,,2931,2881
3021105,Mosina - obszar wiejski (5),1998,10726,5502,175,,1086,,,2762,3530
3021113,Murowana Goślina (3),1998,11614,6145,433,,1677,,,2525,3271
3021114,Murowana Goślina - miasto (4),1998,6565,3592,308,,1191,,,1512,1539
3021115,Murowana Goślina - obszar wiejski (5),1998,5049,2553,125,,486,,,1013,1732
3021123,Pobiedziska (3),1998,13446,6892,319,,1591,,,3049,4666
3021124,Pobiedziska - miasto (4),1998,6932,3570,187,,1061,,,1648,2244
3021125,Pobiedziska - obszar wiejski (5),1998,6514,3322,132,,530,,,1401,2422
3021132,Rokietnica (2),1998,6537,3293,159,,772,,,1500,2180
3021143,Stęszew (3),1998,12484,6454,224,,1352,,,2996,4391
3021144,Stęszew - miasto (4),1998,4534,2358,142,,747,,,1172,1192
3021145,Stęszew - obszar wiejski (5),1998,7950,4096,82,,605,,,1824,3199
3021152,Suchy Las (2),1998,7504,3982,421,,1494,,,1591,1807
3021163,Swarzędz (3),1998,29140,15801,1155,,4995,,,7220,7301
3021164,Swarzędz - miasto (4),1998,21222,11663,959,,4046,,,5341,4799
3021165,Swarzędz - obszar wiejski (5),1998,7918,4138,196,,949,,,1879,2502
3021172,Tarnowo Podgórne (2),1998,12538,6646,604,,1919,,,2955,3437
3022000,Powiat rawicki,1998,57851,28722,1342,,7786,,,12713,19125
3022013,Bojanowo (3),1998,9195,4466,195,,1075,,,1645,3478
3022014,Bojanowo - miasto (4),1998,3266,1552,125,,554,,,665,1146
3022015,Bojanowo - obszar wiejski (5),1998,5929,2914,70,,521,,,980,2332
3022023,Jutrosin (3),1998,7031,3287,85,,531,,,1684,2411
3022024,Jutrosin - miasto (4),1998,1723,842,43,,251,,,389,494
3022025,Jutrosin - obszar wiejski (5),1998,5308,2445,42,,280,,,1295,1917
3022033,Miejska Górka (3),1998,9497,4658,116,,886,,,2365,3291
3022034,Miejska Górka - miasto (4),1998,2997,1510,66,,465,,,793,827
3022035,Miejska Górka - obszar wiejski (5),1998,6500,3148,50,,421,,,1572,2464
3022042,Pakosław (2),1998,4515,2197,48,,387,,,986,1635
3022053,Rawicz (3),1998,27613,14114,898,,4907,,,6033,8310
3022054,Rawicz - miasto (4),1998,20397,10545,795,,4175,,,4235,5832
3022055,Rawicz - obszar wiejski (5),1998,7216,3569,103,,732,,,1798,2478
3023000,Powiat słupecki,1998,58224,28603,1276,,7092,,,9625,21397
3023011,Słupca (1),1998,13836,6982,682,,2949,,,2093,3785
3023022,Lądek (2),1998,5859,2882,106,,635,,,1019,2203
3023032,Orchowo (2),1998,3844,1848,55,,352,,,578,1556
3023042,Ostrowite (2),1998,5286,2481,51,,394,,,747,2251
3023052,Powidz (2),1998,2126,1059,38,,202,,,392,903
3023062,Słupca (2),1998,9175,4471,69,,747,,,1594,3762
3023072,Strzałkowo (2),1998,9160,4581,179,,921,,,1808,3439
3023083,Zagórów (3),1998,8938,4299,96,,892,,,1394,3498
3023084,Zagórów - miasto (4),1998,2489,1203,58,,420,,,402,799
3023085,Zagórów - obszar wiejski (5),1998,6449,3096,38,,472,,,992,2699
3024000,Powiat szamotulski,1998,82791,41517,2050,,11475,,,17200,27958
3024011,Obrzycko (1),1998,2191,1109,50,,248,,,496,752
3024022,Duszniki (2),1998,7993,3860,107,,725,,,1700,3121
3024032,Kaźmierz (2),1998,6517,3322,146,,640,,,1396,2321
3024042,Obrzycko (2),1998,4266,2089,49,,365,,,860,1713
3024053,Ostroróg (3),1998,4764,2396,69,,479,,,1091,1725
3024054,Ostroróg - miasto (4),1998,1738,893,43,,249,,,450,513
3024055,Ostroróg - obszar wiejski (5),1998,3026,1503,26,,230,,,641,1212
3024063,Pniewy (3),1998,11244,5396,277,,1426,,,2314,3883
3024064,Pniewy - miasto (4),1998,6291,3046,219,,1071,,,1326,1925
3024065,Pniewy - obszar wiejski (5),1998,4953,2350,58,,355,,,988,1958
3024073,Szamotuły (3),1998,27563,13975,895,,4848,,,5618,8435
3024074,Szamotuły - miasto (4),1998,18050,9376,733,,3948,,,3640,4897
3024075,Szamotuły - obszar wiejski (5),1998,9513,4599,162,,900,,,1978,3538
3024083,Wronki (3),1998,18253,9370,457,,2744,,,3725,6008
3024084,Wronki - miasto (4),1998,11163,5827,390,,2090,,,2291,3243
3024085,Wronki - obszar wiejski (5),1998,7090,3543,67,,654,,,1434,2765
3025000,Powiat średzki,1998,52339,26702,1404,,6617,,,11088,18069
3025012,Dominowo (2),1998,2933,1405,42,,248,,,643,1083
3025022,Krzykosy (2),1998,6299,3137,70,,506,,,1399,2506
3025032,Nowe Miasto nad Wartą (2),1998,8660,4286,135,,772,,,1934,3302
3025052,Zaniemyśl (2),1998,5880,2943,126,,682,,,1268,2032
3026000,Powiat śremski,1998,53980,27723,1445,,8126,,,11613,16333
3026012,Brodnica (2),1998,4513,2258,103,,465,,,930,1687
3026023,Dolsk (3),1998,5760,2801,58,,530,,,1169,2263
3026024,Dolsk - miasto (4),1998,1408,741,36,,219,,,306,485
3026025,Dolsk - obszar wiejski (5),1998,4352,2060,22,,311,,,863,1778
3026033,Książ Wielkopolski (3),1998,8111,3984,98,,717,,,1750,2937
3026034,Książ Wielkopolski - miasto (4),1998,2384,1205,68,,372,,,495,659
3026035,Książ Wielkopolski - obszar wiejski (5),1998,5727,2779,30,,345,,,1255,2278
3026043,Śrem (3),1998,35596,18680,1186,,6414,,,7764,9446
3026044,Śrem - miasto (4),1998,26919,14506,1098,,5664,,,5791,6230
3026045,Śrem - obszar wiejski (5),1998,8677,4174,88,,750,,,1973,3216
3027000,Powiat turecki,1998,82076,41031,1782,,10502,,,12494,28631
3027011,Turek (1),1998,28152,15164,1272,,6105,,,4426,7528
3027022,Brudzew (2),1998,6430,3067,65,,548,,,784,3044
3027033,Dobra (3),1998,6646,3146,63,,641,,,1044,2538
3027034,Dobra - miasto (4),1998,1622,799,33,,277,,,241,537
3027035,Dobra - obszar wiejski (5),1998,5024,2347,30,,364,,,803,2001
3027042,Kawęczyn (2),1998,5657,2667,44,,430,,,823,2092
3027052,Malanów (2),1998,6388,3036,54,,426,,,907,2306
3027062,Przykona (2),1998,4555,2177,35,,315,,,570,1863
3027073,Tuliszków (3),1998,10197,4941,86,,917,,,1676,3650
3027074,Tuliszków - miasto (4),1998,3024,1503,50,,449,,,488,899
3027075,Tuliszków - obszar wiejski (5),1998,7173,3438,36,,468,,,1188,2751
3027082,Turek (2),1998,6671,3246,93,,526,,,1041,2621
3027092,Władysławów (2),1998,7380,3587,70,,594,,,1223,2989
3028000,Powiat wągrowiecki,1998,65557,32578,1623,,8230,,,13268,22243
3028011,Wągrowiec (1),1998,22523,11731,939,,4276,,,4656,6408
3028022,Damasławek (2),1998,5768,2803,94,,626,,,1248,1964
3028033,Gołańcz (3),1998,8608,4191,155,,849,,,1813,3063
3028034,Gołańcz - miasto (4),1998,3316,1633,101,,507,,,656,995
3028035,Gołańcz - obszar wiejski (5),1998,5292,2558,54,,342,,,1157,2068
3028042,Mieścisko (2),1998,5914,2873,90,,531,,,1145,2304
3028053,Skoki (3),1998,8418,4171,154,,782,,,1698,3021
3028054,Skoki - miasto (4),1998,3434,1757,72,,479,,,822,984
3028055,Skoki - obszar wiejski (5),1998,4984,2414,82,,303,,,876,2037
3028062,Wapno (2),1998,3248,1523,43,,299,,,635,1178
3028072,Wągrowiec (2),1998,11078,5286,148,,867,,,2073,4305
3029000,Powiat wolsztyński,1998,51637,25734,1124,,6525,,,11075,17553
3029012,Przemęt (2),1998,13052,6390,143,,985,,,3009,5013
3029022,Siedlec (2),1998,11347,5533,123,,1036,,,2530,4195
3029033,Wolsztyn (3),1998,27238,13811,858,,4504,,,5536,8345
3029034,Wolsztyn - miasto (4),1998,13186,6821,616,,2973,,,2565,3304
3029035,Wolsztyn - obszar wiejski (5),1998,14052,6990,242,,1531,,,2971,5041
3030000,Powiat wrzesiński,1998,71408,35981,2033,,9796,,,13572,25011
3030012,Kołaczkowo (2),1998,6087,2957,103,,559,,,1146,2390
3030023,Miłosław (3),1998,10247,5137,148,,1065,,,1890,4173
3030024,Miłosław - miasto (4),1998,3471,1774,82,,451,,,695,1277
3030025,Miłosław - obszar wiejski (5),1998,6776,3363,66,,614,,,1195,2896
3030032,Nekla (2),1998,6197,3124,119,,608,,,1303,2242
3030043,Pyzdry (3),1998,7512,3507,105,,660,,,1243,2970
3030044,Pyzdry - miasto (4),1998,3070,1477,69,,418,,,562,1077
3030045,Pyzdry - obszar wiejski (5),1998,4442,2030,36,,242,,,681,1893
3030053,Września (3),1998,41365,21256,1558,,6904,,,7990,13236
3030054,Września - miasto (4),1998,26784,13946,1385,,5619,,,5106,7499
3030055,Września - obszar wiejski (5),1998,14581,7310,173,,1285,,,2884,5737
3031000,Powiat złotowski,1998,67220,33753,1509,,9107,,,11165,22403
3031011,Złotów (1),1998,17282,8937,743,,3512,,,3085,4626
3031023,Jastrowie (3),1998,11249,5642,224,,1647,,,1725,3722
3031024,Jastrowie - miasto (4),1998,8282,4099,193,,1338,,,1284,2713
3031025,Jastrowie - obszar wiejski (5),1998,2967,1543,31,,309,,,441,1009
3031033,Krajenka (3),1998,7019,3358,133,,838,,,1262,2532
3031034,Krajenka - miasto (4),1998,3654,1724,105,,537,,,667,1247
3031035,Krajenka - obszar wiejski (5),1998,3365,1634,28,,301,,,595,1285
3031042,Lipka (2),1998,5773,2905,93,,512,,,1080,2115
3031053,Okonek (3),1998,9275,4708,132,,1090,,,1295,3150
3031054,Okonek - miasto (4),1998,4006,2091,76,,669,,,579,1282
3031055,Okonek - obszar wiejski (5),1998,5269,2617,56,,421,,,716,1868
3031062,Tarnówka (2),1998,3299,1568,42,,307,,,522,1111
3031072,Zakrzewo (2),1998,4382,2241,40,,464,,,792,1650
3031082,Złotów (2),1998,8941,4394,102,,737,,,1404,3497
3061000,Powiat m. Kalisz,1998,105681,57460,6176,,24660,,,18134,29498
3061011,Kalisz (1),1998,105681,57460,6176,,24660,,,18134,29498
3062000,Powiat m. Konin,1998,78817,43399,4899,,18357,,,13093,19605
3062011,Konin (1),1998,78817,43399,4899,,18357,,,13093,19605
3063000,Powiat m. Leszno,1998,56627,29813,3561,,12969,,,11502,13265
3063011,Leszno (1),1998,56627,29813,3561,,12969,,,11502,13265
3064000,Powiat m. Poznań,1998,587971,324384,68700,,162703,,,104268,118058
3064011,Poznań (1),1998,587971,324384,68700,,162703,,,104268,118058
3200000,ZACHODNIOPOMORSKIE,1998,1662563,904548,81755,,315502,,,273425,463136
3201000,Powiat białogardzki,1998,48219,24881,1224,,6907,,,8082,14978
3201011,Białogard (1),1998,23756,12412,842,,4553,,,4076,6790
3201022,Białogard (2),1998,8157,4096,80,,620,,,1322,2857
3201033,Karlino (3),1998,9066,4676,147,,1018,,,1539,2921
3201034,Karlino - miasto (4),1998,5655,3012,109,,805,,,1059,1693
3201035,Karlino - obszar wiejski (5),1998,3411,1664,38,,213,,,480,1228
3201042,Tychowo (2),1998,7240,3697,155,,716,,,1145,2410
3202000,Powiat choszczeński,1998,49864,25946,1306,,6666,,,7552,15286
3202012,Bierzwnik (2),1998,5088,2580,88,,480,,,752,1696
3202023,Choszczno (3),1998,21638,11392,826,,3907,,,3458,5956
3202024,Choszczno - miasto (4),1998,15004,8089,751,,3392,,,2448,3509
3202025,Choszczno - obszar wiejski (5),1998,6634,3303,75,,515,,,1010,2447
3202033,Drawno (3),1998,5690,2981,134,,672,,,843,1647
3202034,Drawno - miasto (4),1998,2345,1273,69,,392,,,398,617
3202035,Drawno - obszar wiejski (5),1998,3345,1708,65,,280,,,445,1030
3202042,Krzęcin (2),1998,4089,2096,60,,342,,,571,1414
3202053,Pełczyce (3),1998,7905,4030,108,,662,,,1123,2773
3202054,Pełczyce - miasto (4),1998,2537,1332,62,,312,,,410,783
3202055,Pełczyce - obszar wiejski (5),1998,5368,2698,46,,350,,,713,1990
3202063,Recz (3),1998,5454,2867,90,,603,,,805,1800
3202064,Recz - miasto (4),1998,2686,1468,71,,433,,,450,754
3202065,Recz - obszar wiejski (5),1998,2768,1399,19,,170,,,355,1046
3203000,Powiat drawski,1998,59020,30571,1670,,8664,,,9524,17216
3203013,Czaplinek (3),1998,11923,6059,283,,1562,,,1943,3653
3203014,Czaplinek - miasto (4),1998,6933,3612,231,,1217,,,1173,1977
3203015,Czaplinek - obszar wiejski (5),1998,4990,2447,52,,345,,,770,1676
3203023,Drawsko Pomorskie (3),1998,16487,8546,538,,2688,,,2616,4847
3203024,Drawsko Pomorskie - miasto (4),1998,10935,5738,440,,2246,,,1801,2841
3203025,Drawsko Pomorskie - obszar wiejski (5),1998,5552,2808,98,,442,,,815,2006
3203033,Kalisz Pomorski (3),1998,7221,3711,147,,872,,,1053,2135
3203034,Kalisz Pomorski - miasto (4),1998,4097,2125,109,,616,,,613,1161
3203035,Kalisz Pomorski - obszar wiejski (5),1998,3124,1586,38,,256,,,440,974
3203042,Ostrowice (2),1998,2683,1290,42,,234,,,358,933
3203052,Wierzchowo (2),1998,4741,2481,97,,484,,,710,1514
3203063,Złocieniec (3),1998,15965,8484,563,,2824,,,2844,4134
3203064,Złocieniec - miasto (4),1998,13694,7319,534,,2658,,,2446,3381
3203065,Złocieniec - obszar wiejski (5),1998,2271,1165,29,,166,,,398,753
3204000,Powiat goleniowski,1998,78182,41844,2203,,11324,,,12825,24198
3204013,Dobra (3),1998,4512,2367,60,,507,,,700,1452
3204014,Dobra - miasto (4),1998,2054,1084,31,,334,,,313,618
3204015,Dobra - obszar wiejski (5),1998,2458,1283,29,,173,,,387,834
3204023,Goleniów (3),1998,29988,16540,1169,,5363,,,5123,8527
3204024,Goleniów - miasto (4),1998,21427,12091,996,,4542,,,3686,5632
3204025,Goleniów - obszar wiejski (5),1998,8561,4449,173,,821,,,1437,2895
3204033,Maszewo (3),1998,7956,4044,87,,704,,,1282,2911
3204034,Maszewo - miasto (4),1998,2965,1533,39,,353,,,565,1068
3204035,Maszewo - obszar wiejski (5),1998,4991,2511,48,,351,,,717,1843
3204043,Nowogard (3),1998,23249,12319,661,,3587,,,3734,6988
3204044,Nowogard - miasto (4),1998,15576,8526,583,,3087,,,2576,4155
3204045,Nowogard - obszar wiejski (5),1998,7673,3793,78,,500,,,1158,2833
3204052,Osina (2),1998,2876,1490,58,,227,,,449,979
3204062,Przybiernów (2),1998,5150,2722,107,,496,,,837,1787
3204072,Stepnica (2),1998,4451,2362,61,,440,,,700,1554
3205000,Powiat gryficki,1998,72797,38086,2167,,10449,,,11919,22343
3205012,Brojce (2),1998,3819,1891,56,,259,,,642,1304
3205023,Gryfice (3),1998,24123,12702,847,,4214,,,4067,6897
3205024,Gryfice - miasto (4),1998,17311,9264,765,,3649,,,2883,4581
3205025,Gryfice - obszar wiejski (5),1998,6812,3438,82,,565,,,1184,2316
3205032,Karnice (2),1998,3944,2063,67,,373,,,629,1327
3205043,Płoty (3),1998,9182,4590,209,,1069,,,1368,3327
3205044,Płoty - miasto (4),1998,4022,2037,143,,691,,,623,1330
3205045,Płoty - obszar wiejski (5),1998,5160,2553,66,,378,,,745,1997
3205052,Radowo Małe (2),1998,3928,2002,58,,312,,,558,1451
3205063,Resko (3),1998,8533,4548,205,,1041,,,1257,2743
3205064,Resko - miasto (4),1998,4776,2573,148,,789,,,725,1353
3205065,Resko - obszar wiejski (5),1998,3757,1975,57,,252,,,532,1390
3205072,Rewal (2),1998,2891,1582,118,,529,,,457,849
3205083,Trzebiatów (3),1998,16377,8708,607,,2652,,,2941,4445
3205084,Trzebiatów - miasto (4),1998,9681,5220,365,,1819,,,1866,2352
3205085,Trzebiatów - obszar wiejski (5),1998,6696,3488,242,,833,,,1075,2093
3206000,Powiat gryfiński,1998,80227,41986,1969,,10667,,,12910,25273
3206012,Banie (2),1998,6452,3307,92,,580,,,946,2230
3206023,Cedynia (3),1998,4272,2279,61,,353,,,652,1585
3206024,Cedynia - miasto (4),1998,1480,822,40,,193,,,239,489
3206025,Cedynia - obszar wiejski (5),1998,2792,1457,21,,160,,,413,1096
3206033,Chojna (3),1998,13279,6914,334,,1701,,,2079,4437
3206034,Chojna - miasto (4),1998,6103,3174,265,,1149,,,943,1729
3206035,Chojna - obszar wiejski (5),1998,7176,3740,69,,552,,,1136,2708
3206043,Gryfino (3),1998,29395,15705,984,,5174,,,5257,7743
3206044,Gryfino - miasto (4),1998,20522,11204,816,,4332,,,3811,4755
3206045,Gryfino - obszar wiejski (5),1998,8873,4501,168,,842,,,1446,2988
3206053,Mieszkowice (3),1998,7215,3665,152,,906,,,1024,2474
3206054,Mieszkowice - miasto (4),1998,3243,1643,102,,522,,,463,1063
3206055,Mieszkowice - obszar wiejski (5),1998,3972,2022,50,,384,,,561,1411
3206063,Moryń (3),1998,4301,2229,89,,437,,,592,1439
3206064,Moryń - miasto (4),1998,1475,772,47,,222,,,204,383
3206065,Moryń - obszar wiejski (5),1998,2826,1457,42,,215,,,388,1056
3206072,Stare Czarnowo (2),1998,3849,2029,72,,382,,,637,1343
3206083,Trzcińsko-Zdrój (3),1998,5870,2955,78,,659,,,843,2007
3206084,Trzcińsko-Zdrój - miasto (4),1998,2581,1337,44,,396,,,418,813
3206085,Trzcińsko-Zdrój - obszar wiejski (5),1998,3289,1618,34,,263,,,425,1194
3206092,Widuchowa (2),1998,5594,2903,107,,475,,,880,2015
3207000,Powiat kamieński,1998,47690,26009,1426,,7270,,,8390,14849
3207012,Dziwnów (2),1998,4144,2455,223,,850,,,781,1095
3207023,Golczewo (3),1998,5730,3035,102,,679,,,1031,1820
3207024,Golczewo - miasto (4),1998,2326,1262,78,,415,,,404,625
3207025,Golczewo - obszar wiejski (5),1998,3404,1773,24,,264,,,627,1195
3207033,Kamień Pomorski (3),1998,14886,8082,505,,2511,,,2486,4600
3207034,Kamień Pomorski - miasto (4),1998,9295,5165,419,,2020,,,1507,2599
3207035,Kamień Pomorski - obszar wiejski (5),1998,5591,2917,86,,491,,,979,2001
3207043,Międzyzdroje (3),1998,6521,3681,268,,1388,,,1308,1836
3207044,Międzyzdroje - miasto (4),1998,5685,3229,259,,1259,,,1132,1583
3207045,Międzyzdroje - obszar wiejski (5),1998,836,452,9,,129,,,176,253
3207052,Świerzno (2),1998,4188,2166,58,,354,,,631,1508
3207063,Wolin (3),1998,12221,6590,270,,1488,,,2153,3990
3207064,Wolin - miasto (4),1998,4413,2478,115,,770,,,791,1282
3207065,Wolin - obszar wiejski (5),1998,7808,4112,155,,718,,,1362,2708
3208000,Powiat kołobrzeski,1998,71860,39545,3423,,14033,,,12771,19339
3208011,Kołobrzeg (1),1998,43538,24849,2870,,10860,,,7586,10232
3208022,Dygowo (2),1998,5312,2718,85,,509,,,951,1832
3208032,Gościno (2),1998,5050,2549,127,,562,,,850,1684
3208042,Kołobrzeg (2),1998,7235,3807,158,,797,,,1397,2277
3208052,Rymań (2),1998,4143,2104,52,,399,,,714,1355
3208062,Siemyśl (2),1998,3346,1747,47,,309,,,635,1149
3208072,Ustronie Morskie (2),1998,3236,1771,84,,597,,,638,810
3209000,Powiat koszaliński,1998,59244,31081,1385,,6899,,,10600,18008
3209012,Będzino (2),1998,9049,4707,190,,985,,,1865,2594
3209022,Biesiekierz (2),1998,4306,2182,76,,443,,,744,1322
3209033,Bobolice (3),1998,9817,5015,166,,1005,,,1600,3311
3209034,Bobolice - miasto (4),1998,4362,2277,105,,607,,,761,1378
3209035,Bobolice - obszar wiejski (5),1998,5455,2738,61,,398,,,839,1933
3209042,Manowo (2),1998,6159,3352,344,,1078,,,994,1528
3209052,Mielno (2),1998,4499,2556,186,,819,,,888,1193
3209063,Polanów (3),1998,8764,4540,132,,849,,,1275,2928
3209064,Polanów - miasto (4),1998,2557,1313,73,,379,,,421,728
3209065,Polanów - obszar wiejski (5),1998,6207,3227,59,,470,,,854,2200
3209073,Sianów (3),1998,11892,6244,191,,1254,,,2395,3586
3209074,Sianów - miasto (4),1998,5463,2973,106,,769,,,1152,1509
3209075,Sianów - obszar wiejski (5),1998,6429,3271,85,,485,,,1243,2077
3209082,Świeszyno (2),1998,4758,2485,100,,466,,,839,1546
3210000,Powiat myśliborski,1998,68236,35224,1732,,10600,,,10231,21297
3210013,Barlinek (3),1998,18847,9849,512,,3071,,,2857,5936
3210014,Barlinek - miasto (4),1998,14033,7380,460,,2690,,,2178,4141
3210015,Barlinek - obszar wiejski (5),1998,4814,2469,52,,381,,,679,1795
3210022,Boleszkowice (2),1998,3180,1591,46,,306,,,532,1078
3210033,Dębno (3),1998,20886,10665,515,,3450,,,3145,6325
3210034,Dębno - miasto (4),1998,13929,7259,439,,2821,,,2065,3940
3210035,Dębno - obszar wiejski (5),1998,6957,3406,76,,629,,,1080,2385
3210043,Myślibórz (3),1998,21904,11454,609,,3530,,,3180,6861
3210044,Myślibórz - miasto (4),1998,12444,6687,484,,2803,,,1746,3451
3210045,Myślibórz - obszar wiejski (5),1998,9460,4767,125,,727,,,1434,3410
3210052,Nowogródek Pomorski (2),1998,3419,1665,50,,243,,,517,1097
3211000,Powiat policki,1998,51821,28031,1617,,8164,,,10294,13922
3211012,Dobra (Szczecińska) (2),1998,5136,2741,150,,588,,,842,1756
3211022,Kołbaskowo (2),1998,5154,2832,89,,508,,,910,1829
3211033,Nowe Warpno (3),1998,1876,867,84,,201,,,263,593
3211034,Nowe Warpno - miasto (4),1998,1509,690,79,,172,,,211,463
3211035,Nowe Warpno - obszar wiejski (5),1998,367,177,5,,29,,,52,130
3211043,Police (3),1998,39655,21591,1294,,6867,,,8279,9744
3211044,Police - miasto (4),1998,32740,17979,1093,,5982,,,6958,7410
3211045,Police - obszar wiejski (5),1998,6915,3612,201,,885,,,1321,2334
3212000,Powiat pyrzycki,1998,40433,21124,910,,5347,,,5921,13512
3212012,Bielice (2),1998,2890,1492,38,,230,,,386,1087
3212022,Kozielice (2),1998,2719,1406,19,,206,,,429,1027
3212033,Lipiany (3),1998,6327,3213,101,,894,,,1013,2043
3212034,Lipiany - miasto (4),1998,4329,2244,83,,743,,,730,1327
3212035,Lipiany - obszar wiejski (5),1998,1998,969,18,,151,,,283,716
3212042,Przelewice (2),1998,5435,2782,95,,474,,,684,2014
3212053,Pyrzyce (3),1998,19565,10373,615,,3277,,,2848,6092
3212054,Pyrzyce - miasto (4),1998,12622,6839,539,,2673,,,1834,3548
3212055,Pyrzyce - obszar wiejski (5),1998,6943,3534,76,,604,,,1014,2544
3212062,Warnice (2),1998,3497,1858,42,,266,,,561,1249
3213000,Powiat sławieński,1998,58142,30452,1501,,8446,,,10153,17804
3213011,Darłowo (1),1998,15371,8437,613,,2989,,,2746,4253
3213021,Sławno (1),1998,13514,7090,505,,2957,,,2248,3683
3213032,Darłowo (2),1998,7401,3781,69,,599,,,1353,2527
