teryt_gmina,gmina_name,powiat_name,wojewodztwo_code
2205072,Sulęczyno (2),kartuski,22
0225052,Sulików (2),zgorzelecki,02
3012011,Sulmierzyce (1),krotoszyński,30
1009082,Sulmierzyce (2),pajęczański,10
1209073,Sułkowice (3),myślenicki,12
1206132,Sułoszowa (2),krakowski,12
0620122,Sułów (2),zamojski,06
2002093,Supraśl (3),białostocki,20
2002103,Suraż (3),białostocki,20
0618082,Susiec (2),tomaszowski,06
2807063,Susz (3),iławski,28
2410062,Suszec (2),pszczyński,24
2063011,Suwałki (1),m.Suwałki,20
2012072,Suwałki (2),suwalski,20
3021163,Swarzędz (3),poznański,30
0214073,Syców (3),oleśnicki,02
1411092,Sypniewo (2),makowski,14
1019023,Szadek (3),zduńskowolski,10
1211142,Szaflary (2),nowotarski,12
3001053,Szamocin (3),chodzieski,30
3024073,Szamotuły (3),szamotulski,30
0607062,Szastarka (2),kraśnicki,06
0808042,Szczaniec (2),świebodziński,08
1207132,Szczawa (2),limanowski,12
1404052,Szczawin Kościelny (2),gostyniński,14
1211023,Szczawnica (3),nowotarski,12
0221031,Szczawno-Zdrój (1),wałbrzyski,02
0620133,Szczebrzeszyn (3),zamojski,06
3262011,Szczecin (1),m.Szczecin,32
3215011,Szczecinek (1),szczecinecki,32
3215062,Szczecinek (2),szczecinecki,32
2416083,Szczekociny (3),zawierciański,24
1001072,Szczerców (2),bełchatowski,10
1204073,Szczucin (3),dąbrowski,12
2004053,Szczuczyn (3),grajewski,20
1202072,Szczurowa (2),brzeski,12
1427062,Szczutowo (2),sierpecki,14
2402011,Szczyrk (1),bielski,24
0208143,Szczytna (3),kłodzki,02
3007102,Szczytniki (2),kaliski,30
2817011,Szczytno (1),szczycieński,28
2817062,Szczytno (2),szczycieński,28
1411102,Szelków (2),makowski,14
2215092,Szemud (2),wejherowski,22
2013093,Szepietowo (3),wysokomazowiecki,20
1216162,Szerzyny (2),tarnowski,12
0206041,Szklarska Poręba (1),karkonoski,02
0812023,Szlichtyngowa (3),wschowski,08
0810073,Szprotawa (3),żagański,08
1413072,Szreńsk (2),mławski,14
2001072,Sztabin (2),augustowski,20
2216053,Sztum (3),sztumski,22
2210052,Sztutowo (2),nowodworski,22
0410053,Szubin (3),nakielski,04
2011102,Szudziałowo (2),sokólski,20
1416092,Szulborze Wielkie (2),ostrowski,14
2014042,Szumowo (2),zambrowski,20
1430053,Szydłowiec (3),szydłowiecki,14
1413082,Szydłowo (2),mławski,14
3019062,Szydłowo (2),pilski,30
2612083,Szydłów (3),staszowski,26
2012082,Szypliszki (2),suwalski,20
0211043,Ścinawa (3),lubiński,02
2417122,Ślemień (2),żywiecki,24
3010123,Ślesin (3),koniński,30
0416052,Śliwice (2),tucholski,04
3011053,Śmigiel (3),kościański,30
2007072,Śniadowo (2),łomżyński,20
3026043,Śrem (3),śremski,30
0218043,Środa Śląska (3),średzki,02
3025043,Środa Wielkopolska (3),średzki,30
2814122,Świątki (2),olsztyński,28
1206143,Świątniki Górne (3),krakowski,12
0219011,Świdnica (1),świdnicki,02
0219072,Świdnica (2),świdnicki,02
0809072,Świdnica (2),zielonogórski,08
0617011,Świdnik (1),świdnicki,06
3216011,Świdwin (1),świdwiński,32
3216062,Świdwin (2),świdwiński,32
0219021,Świebodzice (1),świdnicki,02
0808053,Świebodzin (3),świebodziński,08
0414093,Świecie (3),świecki,04
0406062,Świecie nad Osą (2),grudziądzki,04
0402092,Świedziebnia (2),brodnicki,04
0414102,Świekatowo (2),świecki,04
0210021,Świeradów-Zdrój (1),lubański,02
1424052,Świercze (2),pułtuski,14
1606042,Świerczów (2),namysłowski,16
2413072,Świerklaniec (2),tarnogórski,24
2412052,Świerklany (2),rybnicki,24
0226043,Świerzawa (3),złotoryjski,02
3207052,Świerzno (2),kamieński,32
3209082,Świeszyno (2),koszaliński,32
3013052,Święciechowa (2),leszczyński,30
2813052,Świętajno (2),olecki,28
2817072,Świętajno (2),szczycieński,28
2476011,Świętochłowice (1),m.Świętochłowice,24
1816122,Świlcza (2),rzeszowski,18
1004072,Świnice Warckie (2),łęczycki,10
2417132,Świnna (2),żywiecki,24
3263011,Świnoujście (1),m.Świnoujście,32
1418063,Tarczyn (3),piaseczyński,14
2606072,Tarłów (2),opatowski,26
0618092,Tarnawatka (2),tomaszowski,06
1864011,Tarnobrzeg (1),m.Tarnobrzeg,18
0602123,Tarnogród (3),biłgorajski,06
1805112,Tarnowiec (2),jasielski,18
3021172,Tarnowo Podgórne (2),poznański,30
2413041,Tarnowskie Góry (1),tarnogórski,24
1263011,Tarnów (1),m.Tarnów,12
1216092,Tarnów (2),tarnowski,12
1609112,Tarnów Opolski (2),opolski,16
3031062,Tarnówka (2),złotowski,30
2214011,Tczew (1),tczewski,22
2214062,Tczew (2),tczewski,22
1436042,Tczów (2),zwoleński,14
0618102,Telatyn (2),tomaszowski,06
1428082,Teresin (2),sochaczewski,14
0601021,Terespol (1),bialski,06
0601162,Terespol (2),bialski,06
0602132,Tereszpol (2),biłgorajski,06
0408082,Tłuchowo (2),lipnowski,04
1434113,Tłuszcz (3),wołomiński,14
1209082,Tokarnia (2),myślenicki,12
2804093,Tolkmicko (3),elbląski,28
0618011,Tomaszów Lubelski (1),tomaszowski,06
0618112,Tomaszów Lubelski (2),tomaszowski,06
1016011,Tomaszów Mazowiecki (1),tomaszowski,10
1016092,Tomaszów Mazowiecki (2),tomaszowski,10
1218082,Tomice (2),wadowicki,12
0411072,Topólka (2),radziejowski,04
0463011,Toruń (1),m.Toruń,04
0807053,Torzym (3),sulęciński,08
2405073,Toszek (3),gliwicki,24
0617052,Trawniki (2),świdnicki,06
2204082,Trąbki Wielkie (2),gdański,22
1403122,Trojanów (2),garwoliński,14
1415112,Troszyn (2),ostrołęcki,14
1814082,Tryńcza (2),przeworski,18
1201082,Trzciana (2),bocheński,12
3002073,Trzcianka (3),czarnkowsko-trzcianecki,30
2008072,Trzcianne (2),moniecki,20
0803063,Trzciel (3),międzyrzecki,08
3008072,Trzcinica (2),kępiński,30
3206083,Trzcińsko-Zdrój (3),gryfiński,32
3205083,Trzebiatów (3),gryficki,32
0809082,Trzebiechów (2),zielonogórski,08
0811082,Trzebiel (2),żarski,08
2201092,Trzebielino (2),bytowski,22
0611092,Trzebieszów (2),łukowski,06
1203053,Trzebinia (3),chrzanowski,12
0220033,Trzebnica (3),trzebnicki,02
1816132,Trzebownisko (2),rzeszowski,18
3003093,Trzemeszno (3),gnieźnieński,30
0604062,Trzeszczany (2),hrubieszowski,06
1212062,Trzyciąż (2),olkuski,12
0607072,Trzydnik Duży (2),kraśnicki,06
0416063,Tuchola (3),tucholski,04
2201102,Tuchomie (2),bytowski,22
1216103,Tuchów (3),tarnowski,12
2601072,Tuczępy (2),buski,26
0601172,Tuczna (2),bialski,06
3217043,Tuczno (3),wałecki,32
3027073,Tuliszków (3),turecki,30
1609123,Tułowice (3),opolski,16
0811092,Tuplice (2),żarski,08
1609132,Turawa (2),opolski,16
3027011,Turek (1),turecki,30
3027082,Turek (2),turecki,30
0602143,Turobin (2),biłgorajski,06
2006062,Turośl (2),kolneński,20
2002112,Turośń Kościelna (2),białostocki,20
1811092,Tuszów Narodowy (2),mielecki,18
1006113,Tuszyn (3),łódzki,10
0214083,Twardogóra (3),oleśnicki,02
2413082,Tworóg (2),tarnogórski,24
3201043,Tychowo (3),białogardzki,32
2477011,Tychy (1),m.Tychy,24
1816143,Tyczyn (3),rzeszowski,18
2002123,Tykocin (3),białostocki,20
1207122,Tymbark (2),limanowski,12
1817062,Tyrawa Wołoska (2),sanocki,18
0618123,Tyszowce (3),tomaszowski,06
0604072,Uchanie (2),hrubieszowski,06
0218052,Udanin (2),średzki,02
1016103,Ujazd (2),tomaszowski,10
1611063,Ujazd (3),strzelecki,16
2417142,Ujsoły (2),żywiecki,24
3019073,Ujście (3),pilski,30
0615072,Ulan-Majorat (2),radzyński,06
1812073,Ulanów (3),niżański,18
0618132,Ulhówek (2),tomaszowski,06
0616062,Ułęż (2),rycki,06
1011043,Uniejów (3),poddębicki,10
0404072,Unisław (2),chełmiński,04
0619052,Urszulin (2),włodawski,06
0607083,Urzędów (3),kraśnicki,06
2212011,Ustka (1),słupski,22
2212102,Ustka (2),słupski,22
3208072,Ustronie Morskie (2),kołobrzeski,32
2403021,Ustroń (1),cieszyński,24
1801083,Ustrzyki Dolne (3),bieszczadzki,18
1205102,Uście Gorlickie (2),gorlicki,12
0608132,Uścimów (2),lubartowski,06
1218093,Wadowice (3),wadowicki,12
1811102,Wadowice Górne (2),mielecki,18
0401082,Waganiec (2),aleksandrowski,04
1605042,Walce (2),krapkowicki,16
0221082,Walim (2),wałbrzyski,02
0265011,Wałbrzych od 2013 (1),m.Wałbrzych,02
3217011,Wałcz (1),wałecki,32
3217052,Wałcz (2),wałecki,32
3028062,Wapno (2),wągrowiecki,30
1406113,Warka (3),grójecki,14
0414112,Warlubie (2),świecki,04
3212062,Warnice (2),pyrzycki,32
1014093,Warta (3),sieradzki,10
0201062,Warta Bolesławiecka (2),bolesławiecki,02
1011052,Wartkowice (2),poddębicki,10
2002133,Wasilków (3),białostocki,20
2607062,Waśniów (2),ostrowiecki,26
0417011,Wąbrzeźno (1),wąbrzeski,04
2611053,Wąchock (3),starachowicki,26
0205062,Wądroże Wielkie (2),jaworski,02
3028011,Wągrowiec (1),wągrowiecki,30
3028072,Wągrowiec (2),wągrowiecki,30
0412062,Wąpielsk (2),rypiński,04
1416102,Wąsewo (2),ostrowski,14
2004062,Wąsosz (2),grajewski,20
0204043,Wąsosz (3),górowski,02
0614103,Wąwolnica (2),puławski,06
2215031,Wejherowo (1),wejherowski,22
2215102,Wejherowo (2),wejherowski,22
0604082,Werbkowice (2),hrubieszowski,06
2417152,Węgierska Górka (2),żywiecki,24
0225063,Węgliniec (3),zgorzelecki,02
2819033,Węgorzewo (3),węgorzewski,28
3218053,Węgorzyno (3),łobeski,32
1433011,Węgrów (1),węgrowski,14
1417082,Wiązowna (2),otwocki,14
1804112,Wiązownica (2),jarosławski,18
0217053,Wiązów (3),strzeliński,02
2208052,Wicko (2),lęborski,22
1003042,Widawa (2),łaski,10
3206092,Widuchowa (2),gryfiński,32
1413092,Wieczfnia Kościelna (2),mławski,14
2817083,Wielbark (3),szczycieński,28
3002083,Wieleń (3),czarnkowsko-trzcianecki,30
0408092,Wielgie (2),lipnowski,04
1012132,Wielgomłyny (2),radomszczański,10
3005053,Wielichowo (3),grodziski,30
1219053,Wieliczka (3),wielicki,12
2813062,Wieliczki (2),olecki,28
1408052,Wieliszew (2),legionowski,14
0415082,Wielka Nieszawka (2),toruński,04
1206152,Wielka Wieś (2),krakowski,12
1809082,Wielkie Oczy (2),lubaczowski,18
1815052,Wielopole Skrzyńskie (2),ropczycko-sędziszowski,18
2405082,Wielowieś (2),gliwicki,24
1017093,Wieluń (3),wieluński,10
1423082,Wieniawa (2),przysuski,14
1218102,Wieprz (2),wadowicki,12
1018073,Wieruszów (3),wieruszowski,10
0603122,Wierzbica (2),chełmski,06
1425112,Wierzbica (2),radomski,14
3010132,Wierzbinek (2),koniński,30
1433092,Wierzbno (2),węgrowski,14
1017102,Wierzchlas (2),wieluński,10
1216112,Wierzchosławice (2),tarnowski,12
3203052,Wierzchowo (2),drawski,32
1216122,Wietrzychowice (2),tarnowski,12
0413043,Więcbork (3),sępoleński,04
3013062,Wijewo (2),leszczyński,30
2402093,Wilamowice (3),bielski,24
2802072,Wilczęta (2),braniewski,28
2609082,Wilczyce (2),sandomierski,26
3010142,Wilczyn (2),koniński,30
1403132,Wilga (2),garwoliński,14
0607092,Wilkołaz (2),kraśnicki,06
2402102,Wilkowice (2),bielski,24
0612072,Wilków (2),opolski,06
1606052,Wilków (2),namysłowski,16
1424062,Winnica (2),pułtuski,14
0222022,Wińsko (2),wołowski,02
1438053,Wiskitki (2),żyrardowski,14
2403031,Wisła (1),cieszyński,24
0220042,Wisznia Mała (2),trzebnicki,02
0601182,Wisznice (2),bialski,06
2601083,Wiślica (3),buski,26
1426112,Wiśniew (2),siedlecki,14
1413102,Wiśniewo (2),mławski,14
1209092,Wiśniowa (2),myślenicki,12
1819052,Wiśniowa (2),strzyżowski,18
3003103,Witkowo (3),gnieźnieński,30
0801073,Witnica (3),gorzowski,08
1004082,Witonia (2),łęczycki,10
2007082,Wizna (2),łomżyński,20
2012092,Wiżajny (2),suwalski,20
0212053,Wleń (3),lwówecki,02
2211043,Władysławowo (3),pucki,22
3027092,Władysławów (2),turecki,30
0464011,Włocławek (1),m.Włocławek,04
0418132,Włocławek (2),włocławski,04
0619011,Włodawa (1),włodawski,06
0619062,Włodawa (2),włodawski,06
2416093,Włodowice (2),zawierciański,24
3013072,Włoszakowice (2),leszczyński,30
2613063,Włoszczowa (3),włoszczowski,26
1426122,Wodynie (2),siedlecki,14
1003052,Wodzierady (2),łaski,10
2602093,Wodzisław (2),jędrzejowski,26
2415041,Wodzisław Śląski (1),wodzisławski,24
0615082,Wohyń (2),radzyński,06
1807092,Wojaszówka (2),krośnieński,18
2606082,Wojciechowice (2),opatowski,26
0609132,Wojciechów (2),lubelski,06
0611102,Wojcieszków (2),łukowski,06
0226011,Wojcieszów (1),złotoryjski,02
2401031,Wojkowice (1),będziński,24
1216133,Wojnicz (3),tarnowski,12
0603132,Wojsławice (2),chełmski,06
1010102,Wola Krzysztoporska (2),piotrkowski,10
0611112,Wola Mysłowska (2),łukowski,06
0619072,Wola Uhruska (2),włodawski,06
1425122,Wolanów (2),radomski,14
1010113,Wolbórz (3),piotrkowski,10
1212073,Wolbrom (3),olkuski,12
3207063,Wolin (3),kamieński,32
3029033,Wolsztyn (3),wolsztyński,30
1604043,Wołczyn (3),kluczborski,16
1434123,Wołomin (3),wołomiński,14
0222033,Wołów (3),wołowski,02
2407083,Woźniki (3),lubliniecki,24
0609142,Wólka (2),lubelski,06
2406092,Wręczyca Wielka (2),kłobucki,24
0264011,Wrocław (1),m.Wrocław,02
3024083,Wronki (3),szamotulski,30
1014102,Wróblew (2),sieradzki,10
3030053,Września (3),wrzesiński,30
0812033,Wschowa (3),wschowski,08
2806102,Wydminy (2),giżycki,28
0810082,Wymiarki (2),żagański,08
2408052,Wyry (2),mikołowski,24
0619082,Wyryki (2),włodawski,06
3019083,Wyrzysk (3),pilski,30
3019093,Wysoka (3),pilski,30
0609152,Wysokie (2),lubelski,06
2013011,Wysokie Mazowieckie (1),wysokomazowiecki,20
2013102,Wysokie Mazowieckie (2),wysokomazowiecki,20
2003082,Wyszki (2),bielski,20
1435053,Wyszków (3),wyszkowski,14
1419153,Wyszogród (3),płocki,14
1401063,Wyśmierzyce (3),białobrzeski,14
1206162,Zabierzów (2),krakowski,12
2002143,Zabłudów (3),białostocki,20
0809092,Zabór (2),zielonogórski,08
1435062,Zabrodzie (2),wyszkowski,14
2478011,Zabrze (1),m.Zabrze,24
1011062,Zadzim (2),poddębicki,10
2604192,Zagnańsk (2),kielecki,26
3023083,Zagórów (3),słupecki,30
1817073,Zagórz (3),sanocki,18
0226052,Zagrodno (2),złotoryjski,02
1216143,Zakliczyn (3),tarnowski,12
1818053,Zaklików (3),stalowowolski,18
1217011,Zakopane (1),tatrzański,12
1414063,Zakroczym (3),nowodworski,14
0609162,Zakrzew (2),lubelski,06
1425132,Zakrzew (2),radomski,14
0401092,Zakrzewo (2),aleksandrowski,04
3031072,Zakrzewo (2),złotowski,30
0607102,Zakrzówek (2),kraśnicki,06
0601192,Zalesie (2),bialski,06
1818062,Zaleszany (2),stalowowolski,18
2807073,Zalewo (3),iławski,28
1420122,Załuski (2),płoński,14
2014011,Zambrów (1),zambrowski,20
2014052,Zambrów (2),zambrowski,20
0664011,Zamość (1),m.Zamość,06
0620142,Zamość (2),zamojski,06
3025053,Zaniemyśl (2),średzki,30
1019032,Zapolice (2),zduńskowolski,10
1416112,Zaręby Kościelne (2),ostrowski,14
1817082,Zarszyn (2),sanocki,18
1814092,Zarzecze (2),przeworski,18
1213093,Zator (3),oświęcimski,12
1424072,Zatory (2),pułtuski,14
2002152,Zawady (2),białostocki,20
1611073,Zawadzkie (3),strzelecki,16
2609093,Zawichost (3),sandomierski,26
0225011,Zawidów (1),zgorzelecki,02
1427072,Zawidz (2),sierpecki,14
2416021,Zawiercie (1),zawierciański,24
1215082,Zawoja (2),suski,12
0220052,Zawonia (2),trzebnicki,02
1434031,Ząbki (1),wołomiński,14
0224053,Ząbkowice Śląskie (3),ząbkowicki,02
0808063,Zbąszynek (3),świebodziński,08
3015063,Zbąszyń (3),nowotomyski,30
0402102,Zbiczno (2),brodnicki,04
2213132,Zblewo (2),starogardzki,22
2007092,Zbójna (2),łomżyński,20
0405062,Zbójno (2),golubsko-dobrzyński,04
2413092,Zbrosławice (2),tarnogórski,24
1426132,Zbuczyn (2),siedlecki,14
1005102,Zduny (2),łowicki,10
3012063,Zduny (3),krotoszyński,30
1019011,Zduńska Wola (1),zduńskowolski,10
1019042,Zduńska Wola (2),zduńskowolski,10
1605053,Zdzieszowice (3),krapkowicki,16
2403122,Zebrzydowice (2),cieszyński,24
1001083,Zelów (3),bełchatowski,10
1215092,Zembrzyce (2),suski,12
1608072,Zębowice (2),oleski,16
1020031,Zgierz (1),zgierski,10
1020092,Zgierz (2),zgierski,10
0225021,Zgorzelec (1),zgorzelecki,02
0225072,Zgorzelec (2),zgorzelecki,02
0862011,Zielona Góra (1),m.Zielona,08
1434041,Zielonka (1),wołomiński,14
1206172,Zielonki (2),krakowski,12
0224063,Ziębice (3),ząbkowicki,02
0415092,Zławieś Wielka (2),toruński,04
3203063,Złocieniec (3),drawski,32
1014113,Złoczew (3),sieradzki,10
2608052,Złota (2),pińczowski,26
0407092,Złotniki Kujawskie (2),inowrocławski,04
0226021,Złotoryja (1),złotoryjski,02
0226062,Złotoryja (2),złotoryjski,02
3031011,Złotów (1),złotowski,30
3031082,Złotów (2),złotowski,30
0224073,Złoty Stok (3),ząbkowicki,02
0806052,Zwierzyn (2),strzelecko-drezdenecki,08
0620153,Zwierzyniec (3),zamojski,06
1436053,Zwoleń (3),zwoleński,14
1405062,Żabia Wola (2),grodziski,14
1216153,Żabno (3),tarnowski,12
0810021,Żagań (1),żagański,08
0810092,Żagań (2),żagański,08
2409053,Żarki (3),myszkowski,24
2416102,Żarnowiec (2),zawierciański,24
1007083,Żarnów (2),opoczyński,10
0219083,Żarów (3),świdnicki,02
0811021,Żary (1),żarski,08
0811102,Żary (2),żarski,08
1201092,Żegocina (2),bocheński,12
3007112,Żelazków (2),kaliski,30
1016112,Żelechlinek (2),tomaszowski,10
1403143,Żelechów (3),garwoliński,14
3006043,Żerków (3),jarociński,30
0220063,Żmigród (3),trzebnicki,02
0603142,Żmudź (2),chełmski,06
0419063,Żnin (3),żniński,04
1810072,Żołynia (2),łańcucki,18
2479011,Żory (1),m.Żory,24
0606112,Żółkiewka (2),krasnostawski,06
0223092,Żórawina (2),wrocławski,02
0203062,Żukowice (2),głogowski,02
2205083,Żukowo (3),kartuski,22
1813102,Żurawica (2),przemyski,18
1437063,Żuromin (3),żuromiński,14
1002113,Żychlin (3),kutnowski,10
1803072,Żyraków (2),dębicki,18
1438011,Żyrardów (1),żyrardowski,14
0614112,Żyrzyn (2),puławski,06
1012142,Żytno (2),radomszczański,10
2417011,Żywiec (1),żywiecki,24
0809102,Zielona Góra (2),zielonogórski,08
3203042,Ostrowice (2),drawski,32
